disasterNumber,declarationType,declarationDate,declarationTitle,designatedArea
106,DR,1960-09-12 00:00:00+00:00,HURRICANE DONNA,Statewide
175,DR,1964-09-08 00:00:00+00:00,HURRICANE CLEO,Statewide
176,DR,1964-09-10 00:00:00+00:00,HURRICANE DORA,Statewide
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,Monroe (County)
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,Lee (County)
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,Broward (County)
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,St. Lucie (County)
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,Martin (County)
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,Collier (County)
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,Dade (County)
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,Glades (County)
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,Hendry (County)
209,DR,1965-09-14 00:00:00+00:00,HURRICANE BETSY,Palm Beach (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Charlotte (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Pinellas (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Citrus (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Lee (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Duval (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,St. Johns (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Hernando (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Pasco (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Manatee (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Marion (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Putnam (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Hillsborough (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Sarasota (County)
252,DR,1968-11-07 00:00:00+00:00,HURRICANE GLADYS,Sumter (County)
600,DR,1979-09-13 00:00:00+00:00,HURRICANE FREDERIC,Bay (County)
600,DR,1979-09-13 00:00:00+00:00,HURRICANE FREDERIC,Walton (County)
600,DR,1979-09-13 00:00:00+00:00,HURRICANE FREDERIC,Escambia (County)
600,DR,1979-09-13 00:00:00+00:00,HURRICANE FREDERIC,Santa Rosa (County)
600,DR,1979-09-13 00:00:00+00:00,HURRICANE FREDERIC,Okaloosa (County)
743,DR,1985-09-12 00:00:00+00:00,HURRICANE ELENA,Franklin (County)
743,DR,1985-09-12 00:00:00+00:00,HURRICANE ELENA,Levy (County)
743,DR,1985-09-12 00:00:00+00:00,HURRICANE ELENA,Pinellas (County)
743,DR,1985-09-12 00:00:00+00:00,HURRICANE ELENA,Manatee (County)
743,DR,1985-09-12 00:00:00+00:00,HURRICANE ELENA,Dixie (County)
743,DR,1985-09-12 00:00:00+00:00,HURRICANE ELENA,Wakulla (County)
743,DR,1985-09-12 00:00:00+00:00,HURRICANE ELENA,Hillsborough (County)
756,DR,1985-12-03 00:00:00+00:00,HURRICANE KATE,Jefferson (County)
756,DR,1985-12-03 00:00:00+00:00,HURRICANE KATE,Franklin (County)
756,DR,1985-12-03 00:00:00+00:00,HURRICANE KATE,Gulf (County)
756,DR,1985-12-03 00:00:00+00:00,HURRICANE KATE,Calhoun (County)
756,DR,1985-12-03 00:00:00+00:00,HURRICANE KATE,Leon (County)
756,DR,1985-12-03 00:00:00+00:00,HURRICANE KATE,Wakulla (County)
756,DR,1985-12-03 00:00:00+00:00,HURRICANE KATE,Gadsden (County)
756,DR,1985-12-03 00:00:00+00:00,HURRICANE KATE,Liberty (County)
955,DR,1992-08-24 00:00:00+00:00,HURRICANE ANDREW,Broward (County)
955,DR,1992-08-24 00:00:00+00:00,HURRICANE ANDREW,Collier (County)
955,DR,1992-08-24 00:00:00+00:00,HURRICANE ANDREW,Monroe (County)
955,DR,1992-08-24 00:00:00+00:00,HURRICANE ANDREW,Dade (County)
3116,EM,1995-08-03 00:00:00+00:00,HURRICANE ERIN,Statewide
1062,DR,1995-08-10 00:00:00+00:00,HURRICANE ERIN,Santa Rosa (County)
1062,DR,1995-08-10 00:00:00+00:00,HURRICANE ERIN,Brevard (County)
1062,DR,1995-08-10 00:00:00+00:00,HURRICANE ERIN,Escambia (County)
1062,DR,1995-08-10 00:00:00+00:00,HURRICANE ERIN,Bay (County)
1062,DR,1995-08-10 00:00:00+00:00,HURRICANE ERIN,Okaloosa (County)
1062,DR,1995-08-10 00:00:00+00:00,HURRICANE ERIN,Walton (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Gulf (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Collier (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Holmes (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Franklin (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Walton (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Okaloosa (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Jackson (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Lee (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Calhoun (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Escambia (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Wakulla (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Santa Rosa (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Bay (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Washington (County)
1069,DR,1995-10-04 00:00:00+00:00,HURRICANE OPAL,Taylor (County)
1241,DR,1998-09-04 00:00:00+00:00,HURRICANE EARL,Franklin (County)
1241,DR,1998-09-04 00:00:00+00:00,HURRICANE EARL,Wakulla (County)
1241,DR,1998-09-04 00:00:00+00:00,HURRICANE EARL,Gulf (County)
1241,DR,1998-09-04 00:00:00+00:00,HURRICANE EARL,Bay (County)
1241,DR,1998-09-04 00:00:00+00:00,HURRICANE EARL,Taylor (County)
1241,DR,1998-09-04 00:00:00+00:00,HURRICANE EARL,Dixie (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Gulf (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Pinellas (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Jackson (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Charlotte (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Dade (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Hillsborough (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Santa Rosa (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Washington (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Palm Beach (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Highlands (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Broward (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Bay (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Walton (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Okaloosa (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Hernando (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Hardee (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Gadsden (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,DeSoto (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Suwannee (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Pasco (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Liberty (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Lee (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Collier (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Wakulla (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Monroe (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Hendry (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Franklin (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Manatee (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Calhoun (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Holmes (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Glades (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Escambia (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Sarasota (County)
3131,EM,1998-09-25 00:00:00+00:00,HURRICANE GRORGES,Martin (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Gulf (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Bay (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Gadsden (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Liberty (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Holmes (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Santa Rosa (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Monroe (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Escambia (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Jefferson (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Suwannee (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Columbia (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Calhoun (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Franklin (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Okaloosa (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Walton (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Jackson (County)
1249,DR,1998-09-28 00:00:00+00:00,HURRICANE GEORGES,Washington (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,St. Lucie (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Broward (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Martin (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Duval (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Brevard (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Palm Beach (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Flagler (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Dade (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Volusia (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Nassau (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,Indian River (County)
3143,EM,1999-09-14 00:00:00+00:00,HURRICANE FLOYD EMERGENCY DECLARATIONS,St. Johns (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Brevard (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,St. Johns (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,St. Lucie (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Glades (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Palm Beach (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Indian River (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Flagler (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Martin (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Volusia (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Duval (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Nassau (County)
1300,DR,1999-09-22 00:00:00+00:00,HURRICANE FLOYD MAJOR DISASTER DECLARATIONS,Highlands (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Orange (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Flagler (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Broward (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Osceola (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Lee (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,DeSoto (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Pinellas (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Okeechobee (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Lake (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Palm Beach (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Martin (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Hillsborough (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,St. Lucie (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Hendry (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Pasco (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Glades (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Monroe (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Volusia (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Collier (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Sarasota (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Indian River (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Charlotte (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Polk (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Highlands (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Brevard (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Dade (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Manatee (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Seminole (County)
3150,EM,1999-10-15 00:00:00+00:00,TROPICAL STORM IRENE - FLORIDA,Hardee (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Glades (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Dade (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Highlands (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Seminole (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Martin (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Okeechobee (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Monroe (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Palm Beach (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Polk (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Broward (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Orange (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Volusia (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Osceola (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Indian River (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Brevard (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Hendry (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Collier (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,Flagler (County)
1306,DR,1999-10-20 00:00:00+00:00,FL-HURRICANE IRENE-DR-REQ,St. Lucie (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Franklin (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Wakulla (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hendry (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Nassau (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Volusia (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Monroe (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Brevard (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Calhoun (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Citrus (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,St. Lucie (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Duval (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Levy (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Glades (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Holmes (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Suwannee (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Gilchrist (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Lafayette (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Lake (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Collier (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Alachua (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Columbia (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Martin (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Santa Rosa (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Sarasota (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Baker (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Escambia (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Miami-Dade (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Charlotte (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Indian River (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Pasco (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hillsborough (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Madison (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Flagler (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Taylor (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,St. Johns (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Gulf (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Jefferson (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Liberty (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Okaloosa (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Union (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hardee (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Seminole (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Bradford (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Gadsden (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Leon (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Putnam (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Walton (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Highlands (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Orange (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Okeechobee (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Bay (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Jackson (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Manatee (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Palm Beach (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,DeSoto (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Broward (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hamilton (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Lee (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Washington (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Dixie (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Osceola (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Pinellas (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Clay (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Hernando (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Marion (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Sumter (County)
1539,DR,2004-08-13 00:00:00+00:00,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,Polk (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,Sarasota (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,Nassau (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,Okeechobee (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,St. Lucie (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,St. Johns (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,Miami-Dade (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,Levy (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,DeSoto (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,Putnam (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,Martin (County)
1545,DR,2004-09-04 00:00:00+00:00,HURRICANE FRANCES,Highlands (County)
