disasterNumber,declarationType,declarationDate,declarationTitle,designatedArea
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Hardee (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Duval (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Broward (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Bradford (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,DeSoto (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Gulf (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Jackson (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Marion (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Orange (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Pasco (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,St. Lucie (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Wakulla (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Brevard (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Hamilton (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Jefferson (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Martin (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Santa Rosa (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Escambia (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Bay (County)
3385,EM,2017-09-05 00:00:00+00:00,HURRICANE IRMA,Polk (County)
3388,EM,2017-09-08 00:00:00+00:00,HURRICANE IRMA,Hollywood Indian Reservation
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Liberty (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Lee (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Columbia (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Holmes (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Pinellas (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Martin (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Highlands (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Duval (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Baker (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Wakulla (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Franklin (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,St. Lucie (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Miami-Dade (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Citrus (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Bradford (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Taylor (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Calhoun (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Marion (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Indian River (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Glades (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Broward (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Washington (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Santa Rosa (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Escambia (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Alachua (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Pasco (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Hendry (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Hamilton (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Charlotte (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Madison (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Okeechobee (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Putnam (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Gulf (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Gadsden (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Walton (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Brevard (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Gilchrist (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Hillsborough (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Bay (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Sumter (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Volusia (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Palm Beach (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Lafayette (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Hernando (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Union (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Leon (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Orange (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Levy (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Collier (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Dixie (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Seminole (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,DeSoto (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Flagler (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Manatee (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Osceola (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,St. Johns (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Jefferson (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Suwannee (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Jackson (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Sarasota (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Clay (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Hardee (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Lake (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Nassau (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Polk (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Okaloosa (County)
4337,DR,2017-09-10 00:00:00+00:00,HURRICANE IRMA,Monroe (County)
4341,DR,2017-09-27 00:00:00+00:00,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,Big Cypress Indian Reservation
4341,DR,2017-09-27 00:00:00+00:00,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,Hollywood Indian Reservation
4341,DR,2017-09-27 00:00:00+00:00,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,Tampa Reservation
4341,DR,2017-09-27 00:00:00+00:00,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,Fort Pierce Indian Reservation
4341,DR,2017-09-27 00:00:00+00:00,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,Brighton Indian Reservation
4341,DR,2017-09-27 00:00:00+00:00,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,Immokalee Indian Reservation
3395,EM,2017-10-08 00:00:00+00:00,HURRICANE NATE,Santa Rosa (County)
3395,EM,2017-10-08 00:00:00+00:00,HURRICANE NATE,Escambia (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Manatee (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Hamilton (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Santa Rosa (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Baker (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Taylor (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Pinellas (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Jackson (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Alachua (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Franklin (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Levy (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Union (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Bradford (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Hillsborough (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Okaloosa (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Citrus (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Jefferson (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Hernando (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Gadsden (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Washington (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Wakulla (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Bay (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Madison (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Leon (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Escambia (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Pasco (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Liberty (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Calhoun (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Dixie (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Suwannee (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Lafayette (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Columbia (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Walton (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Holmes (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Gilchrist (County)
3405,EM,2018-10-09 00:00:00+00:00,HURRICANE MICHAEL,Gulf (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Leon (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Bay (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Liberty (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Gadsden (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Walton (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Taylor (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Jackson (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Gulf (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Hamilton (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Washington (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Franklin (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Madison (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Wakulla (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Suwannee (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Okaloosa (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Calhoun (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Jefferson (County)
4399,DR,2018-10-11 00:00:00+00:00,HURRICANE MICHAEL,Holmes (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Bay (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Seminole (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Sarasota (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Osceola (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Leon (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Monroe (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Calhoun (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Taylor (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Columbia (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Jackson (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Glades (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Baker (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Hernando (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Gulf (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Putnam (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Levy (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Liberty (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Nassau (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Union (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Broward (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Duval (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Escambia (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Lee (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Marion (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Orange (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Santa Rosa (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Walton (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Washington (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Suwannee (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Jefferson (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Martin (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Palm Beach (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Flagler (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Volusia (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,St. Johns (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Okaloosa (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Madison (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Lafayette (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Hamilton (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Highlands (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Alachua (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Bradford (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Indian River (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Gilchrist (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Collier (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Pinellas (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Holmes (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Gadsden (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Clay (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Polk (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Citrus (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,DeSoto (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Hillsborough (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Franklin (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Wakulla (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,St. Lucie (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Okeechobee (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Manatee (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Lake (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Charlotte (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Hardee (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Hendry (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Miami-Dade (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Pasco (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Brevard (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Sumter (County)
3419,EM,2019-08-30 00:00:00+00:00,HURRICANE DORIAN,Dixie (County)
3420,EM,2019-08-31 00:00:00+00:00,HURRICANE DORIAN,Brighton Indian Reservation
3420,EM,2019-08-31 00:00:00+00:00,HURRICANE DORIAN,Hollywood Indian Reservation
3420,EM,2019-08-31 00:00:00+00:00,HURRICANE DORIAN,Tampa Reservation
3420,EM,2019-08-31 00:00:00+00:00,HURRICANE DORIAN,Immokalee Indian Reservation
3420,EM,2019-08-31 00:00:00+00:00,HURRICANE DORIAN,Fort Pierce Indian Reservation
3420,EM,2019-08-31 00:00:00+00:00,HURRICANE DORIAN,Big Cypress Indian Reservation
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Broward (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Nassau (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Palm Beach (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Osceola (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Flagler (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Volusia (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Duval (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,St. Lucie (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Putnam (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Brevard (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Martin (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Indian River (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,St. Johns (County)
4468,DR,2019-10-21 00:00:00+00:00,HURRICANE DORIAN,Seminole (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,St. Johns (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Seminole (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Brevard (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Monroe (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Putnam (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Clay (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Orange (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Duval (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Volusia (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Indian River (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Okeechobee (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Martin (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Nassau (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Osceola (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Miami-Dade (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Broward (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,St. Lucie (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Flagler (County)
3533,EM,2020-08-01 00:00:00+00:00,HURRICANE ISAIAS,Palm Beach (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Gulf (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Escambia (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Jackson (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Bay (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Santa Rosa (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Franklin (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Gadsden (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Calhoun (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Okaloosa (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Walton (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Washington (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Holmes (County)
3546,EM,2020-09-15 00:00:00+00:00,HURRICANE SALLY,Liberty (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Calhoun (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Gadsden (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Gulf (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Walton (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Washington (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Holmes (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Jackson (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Escambia (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Franklin (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Jefferson (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Bay (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Liberty (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Santa Rosa (County)
4564,DR,2020-09-23 00:00:00+00:00,HURRICANE SALLY,Okaloosa (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Pinellas (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Levy (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Marion (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Pasco (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Hillsborough (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Manatee (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Gilchrist (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Sumter (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Dixie (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Sarasota (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Citrus (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Alachua (County)
3551,EM,2020-11-11 00:00:00+00:00,HURRICANE ETA,Hernando (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Holmes (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Escambia (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Jefferson (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Walton (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Gilchrist (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Liberty (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Okaloosa (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Manatee (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Taylor (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Leon (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Franklin (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Wakulla (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Jackson (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Calhoun (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Washington (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Lafayette (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Citrus (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Santa Rosa (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Gadsden (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Gulf (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Bay (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Dixie (County)
3562,EM,2021-08-16 00:00:00+00:00,TROPICAL STORM FRED,Levy (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Sumter (County)
3584,EM,2022-09-24 00:00:00+00:00,TROPICAL STORM IAN,Okeechobee (County)
