,Irma,Ian,Wilma,Frances,Jeanne,Charley,Ivan,Michael
33410,2336.0,428.0,1460.0,2866.0,2114.0,0.0,24.0,2114.0
33411,6773.0,2746.0,4060.0,4640.0,2700.0,0.0,47.0,2700.0
33412,1118.0,705.0,750.0,883.0,576.0,0.0,8.0,576.0
33413,2530.0,1122.0,801.0,961.0,503.0,0.0,10.0,503.0
33414,3835.0,870.0,3925.0,3262.0,1913.0,0.0,37.0,1913.0
33415,7481.0,1048.0,3718.0,4189.0,2659.0,0.0,47.0,2659.0
33416,6.0,2.0,12.0,9.0,4.0,0.0,1.0,4.0
33417,5432.0,1363.0,2142.0,3030.0,2109.0,0.0,50.0,2109.0
33418,1496.0,430.0,903.0,1888.0,1471.0,0.0,20.0,1471.0
33419,0.0,3.0,2.0,6.0,2.0,0.0,0.0,2.0
33420,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
33421,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0
33422,2.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0
33423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33424,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
33425,4.0,0.0,2.0,3.0,4.0,0.0,0.0,4.0
33426,2798.0,401.0,1613.0,825.0,457.0,0.0,9.0,457.0
33427,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0
33428,3696.0,368.0,5102.0,884.0,323.0,0.0,9.0,323.0
33429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33430,5789.0,1668.0,4856.0,2854.0,3124.0,0.0,172.0,3124.0
33431,1243.0,144.0,1530.0,506.0,179.0,0.0,7.0,179.0
33432,1530.0,199.0,1611.0,386.0,135.0,0.0,7.0,135.0
33433,2764.0,326.0,3836.0,556.0,231.0,0.0,9.0,231.0
33434,1298.0,138.0,2207.0,395.0,160.0,0.0,9.0,160.0
33435,6364.0,1109.0,3516.0,2686.0,1673.0,0.0,55.0,1673.0
33436,4805.0,713.0,3563.0,2059.0,1043.0,0.0,23.0,1043.0
33437,2388.0,329.0,3771.0,1498.0,828.0,0.0,19.0,828.0
33438,129.0,33.0,154.0,163.0,170.0,0.0,3.0,170.0
33439,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
33440,4480.0,1641.0,3897.0,850.0,1388.0,138.0,0.0,1388.0
33441,5047.0,2.0,3757.0,669.0,1.0,0.0,0.0,1.0
33442,2231.0,2.0,3513.0,275.0,0.0,0.0,0.0,0.0
33443,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
33444,3981.0,649.0,2733.0,1218.0,823.0,0.0,28.0,823.0
33445,3520.0,413.0,2961.0,917.0,432.0,0.0,12.0,432.0
33446,1280.0,193.0,2057.0,301.0,180.0,0.0,6.0,180.0
33447,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
33448,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33449,425.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0
33450,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33452,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33453,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
33454,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0
33455,1221.0,0.0,917.0,2294.0,2071.0,0.0,30.0,2071.0
33456,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
33458,2044.0,426.0,1311.0,3095.0,2646.0,0.0,35.0,2646.0
33459,10.0,2.0,39.0,14.0,8.0,0.0,0.0,8.0
33460,6013.0,1401.0,2996.0,2285.0,1554.0,0.0,43.0,1554.0
33461,8145.0,1150.0,3819.0,3447.0,2206.0,0.0,49.0,2206.0
33462,4802.0,633.0,3088.0,2698.0,1503.0,0.0,34.0,1503.0
33463,8688.0,2173.0,5059.0,4170.0,2501.0,0.0,53.0,2501.0
33464,6.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
33465,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0
33466,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
33467,4054.0,503.0,5187.0,3674.0,1766.0,0.0,38.0,1766.0
33468,0.0,1.0,6.0,6.0,5.0,0.0,1.0,5.0
33469,532.0,81.0,488.0,1277.0,1081.0,0.0,8.0,1081.0
33470,2752.0,422.0,2080.0,2591.0,1600.0,0.0,21.0,1600.0
33471,1089.0,424.0,959.0,146.0,350.0,30.0,1.0,350.0
33472,923.0,127.0,1.0,1.0,0.0,0.0,0.0,0.0
33473,262.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
33474,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
33475,4.0,0.0,14.0,26.0,28.0,0.0,0.0,28.0
33476,2242.0,885.0,1856.0,1574.0,1669.0,0.0,111.0,1669.0
33477,283.0,58.0,240.0,591.0,582.0,0.0,9.0,582.0
33478,757.0,130.0,613.0,1521.0,1568.0,0.0,8.0,1568.0
33480,318.0,189.0,235.0,332.0,215.0,0.0,8.0,215.0
33481,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
33482,1.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0
33483,937.0,118.0,1268.0,396.0,183.0,0.0,8.0,183.0
33484,1761.0,404.0,2001.0,500.0,239.0,0.0,7.0,239.0
33486,1669.0,208.0,2603.0,415.0,171.0,0.0,4.0,171.0
33487,1253.0,167.0,1653.0,438.0,179.0,0.0,6.0,179.0
33488,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
33490,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33492,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33493,1032.0,371.0,754.0,469.0,427.0,0.0,44.0,427.0
33494,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
33495,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33496,1227.0,163.0,1595.0,296.0,132.0,0.0,9.0,132.0
33497,3.0,0.0,2.0,10.0,2.0,0.0,0.0,2.0
33498,780.0,130.0,2036.0,301.0,149.0,0.0,5.0,149.0
33499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33503,1.0,1.0,0.0,5.0,21.0,0.0,0.0,21.0
33504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33506,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33509,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
33510,2570.0,2631.0,1.0,128.0,275.0,0.0,0.0,275.0
33511,4695.0,4261.0,0.0,175.0,436.0,0.0,0.0,436.0
33513,1400.0,6.0,0.0,445.0,516.0,0.0,0.0,516.0
33514,284.0,1.0,0.0,88.0,118.0,0.0,0.0,118.0
33515,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33519,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
33521,183.0,0.0,0.0,64.0,57.0,0.0,0.0,57.0
33523,2771.0,401.0,0.0,460.0,735.0,52.0,29.0,735.0
33524,2.0,0.0,0.0,4.0,18.0,2.0,0.0,18.0
33525,2092.0,349.0,0.0,294.0,446.0,35.0,17.0,446.0
33526,2.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0
33527,1206.0,893.0,0.0,141.0,340.0,0.0,0.0,340.0
33530,1.0,1.0,0.0,8.0,11.0,0.0,0.0,11.0
33534,1367.0,1710.0,0.0,65.0,172.0,0.0,0.0,172.0
33535,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33537,11.0,0.0,0.0,43.0,76.0,6.0,1.0,76.0
33538,821.0,4.0,0.0,192.0,195.0,0.0,0.0,195.0
33539,1.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0
33540,1020.0,262.0,0.0,100.0,225.0,9.0,6.0,225.0
33541,1462.0,414.0,0.0,196.0,266.0,15.0,12.0,266.0
33542,2581.0,501.0,0.0,109.0,271.0,11.0,12.0,271.0
33543,1498.0,435.0,0.0,168.0,169.0,14.0,2.0,169.0
33544,1024.0,329.0,0.0,108.0,141.0,20.0,10.0,141.0
33545,901.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0
33547,1189.0,948.0,0.0,107.0,504.0,1.0,0.0,504.0
33548,368.0,162.0,0.0,51.0,63.0,1.0,0.0,63.0
33549,1188.0,566.0,0.0,115.0,117.0,1.0,1.0,117.0
33550,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0
33551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33556,1073.0,275.0,0.0,132.0,133.0,0.0,1.0,133.0
33558,879.0,393.0,0.0,81.0,70.0,6.0,2.0,70.0
33559,991.0,414.0,0.0,62.0,53.0,3.0,0.0,53.0
33562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33563,3058.0,2577.0,0.0,211.0,728.0,0.0,0.0,728.0
33564,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
33565,1917.0,966.0,0.0,266.0,890.0,0.0,0.0,890.0
33566,1810.0,1471.0,0.0,181.0,642.0,0.0,0.0,642.0
33567,1230.0,951.0,0.0,161.0,579.0,1.0,0.0,579.0
33568,2.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0
33569,1671.0,1652.0,0.0,279.0,615.0,0.0,0.0,615.0
33570,2382.0,3112.0,0.0,74.0,239.0,0.0,0.0,239.0
33571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33572,712.0,933.0,0.0,33.0,94.0,0.0,0.0,94.0
33573,494.0,1366.0,0.0,11.0,53.0,0.0,0.0,53.0
33574,5.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0
33575,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0
33576,239.0,33.0,0.0,32.0,39.0,3.0,1.0,39.0
33578,3942.0,4980.0,0.0,0.0,0.0,0.0,0.0,0.0
33579,1767.0,2771.0,0.0,0.0,0.0,1.0,0.0,0.0
33580,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33582,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33583,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0
33584,3403.0,2671.0,0.0,182.0,391.0,0.0,0.0,391.0
33585,189.0,1.0,0.0,60.0,40.0,0.0,0.0,40.0
33586,4.0,3.0,0.0,3.0,6.0,0.0,0.0,6.0
33587,1.0,2.0,0.0,4.0,8.0,0.0,0.0,8.0
33589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33590,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33592,1545.0,1042.0,0.0,104.0,181.0,1.0,0.0,181.0
33593,14.0,1.0,0.0,17.0,37.0,1.0,2.0,37.0
33594,1919.0,2054.0,0.0,293.0,545.0,0.0,0.0,545.0
33596,1280.0,1151.0,0.0,0.0,0.0,1.0,0.0,0.0
33597,1424.0,1.0,0.0,468.0,595.0,0.0,1.0,595.0
33598,1120.0,1906.0,0.0,72.0,471.0,0.0,0.0,471.0
33599,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33601,5.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0
33602,1401.0,856.0,0.0,57.0,73.0,0.0,0.0,73.0
33603,3517.0,1700.0,0.0,121.0,151.0,0.0,0.0,151.0
33604,6651.0,4177.0,0.0,204.0,243.0,0.0,0.0,243.0
33605,4212.0,2779.0,0.0,148.0,228.0,0.0,1.0,228.0
33606,778.0,483.0,0.0,52.0,48.0,0.0,0.0,48.0
33607,3556.0,2190.0,0.0,210.0,316.0,0.0,0.0,316.0
33608,2.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0
33609,986.0,543.0,0.0,38.0,46.0,0.0,0.0,46.0
33610,9658.0,7789.0,0.0,345.0,503.0,0.0,0.0,503.0
33611,2463.0,1321.0,0.0,111.0,100.0,0.0,0.0,100.0
33612,7025.0,4872.0,0.0,375.0,239.0,0.0,0.0,239.0
33613,4773.0,2701.0,0.0,123.0,132.0,0.0,0.0,132.0
33614,5577.0,4204.0,0.0,118.0,131.0,0.0,0.0,131.0
33615,4633.0,3825.0,1.0,144.0,199.0,0.0,0.0,199.0
33616,1919.0,1165.0,0.0,60.0,88.0,0.0,0.0,88.0
33617,7386.0,5050.0,0.0,166.0,243.0,0.0,1.0,243.0
33618,1586.0,962.0,0.0,47.0,50.0,0.0,0.0,50.0
33619,5823.0,6174.0,0.0,241.0,390.0,0.0,0.0,390.0
33620,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
33621,40.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
33622,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33624,2822.0,1741.0,0.0,68.0,105.0,0.0,0.0,105.0
33625,1537.0,1192.0,0.0,66.0,69.0,0.0,0.0,69.0
33626,935.0,526.0,0.0,27.0,23.0,0.0,0.0,23.0
33628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33629,999.0,428.0,0.0,68.0,65.0,0.0,0.0,65.0
33634,2080.0,1962.0,0.0,59.0,76.0,0.0,0.0,76.0
33635,1348.0,965.0,0.0,61.0,83.0,0.0,0.0,83.0
33636,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33637,2235.0,1842.0,0.0,39.0,81.0,0.0,0.0,81.0
33638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33641,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
33643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33646,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33647,3125.0,2179.0,0.0,63.0,66.0,0.0,0.0,66.0
33654,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
33656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33657,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33661,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0
33662,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
33663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33664,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33670,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33671,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33674,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33675,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
33678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33680,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33681,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33682,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
33683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33684,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0
33685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33686,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33687,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0
33688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33689,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33694,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
33698,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33701,2035.0,797.0,0.0,56.0,136.0,0.0,0.0,136.0
33702,5477.0,1684.0,0.0,68.0,152.0,0.0,0.0,152.0
33703,3288.0,705.0,0.0,87.0,98.0,0.0,0.0,98.0
33704,1606.0,312.0,0.0,21.0,40.0,0.0,0.0,40.0
33705,6628.0,3424.0,0.0,327.0,761.0,1.0,0.0,761.0
33706,2150.0,466.0,0.0,45.0,71.0,0.0,0.0,71.0
33707,3636.0,1201.0,0.0,76.0,162.0,0.0,0.0,162.0
33708,2152.0,482.0,0.0,55.0,58.0,0.0,0.0,58.0
33709,4558.0,1851.0,0.0,48.0,144.0,0.0,0.0,144.0
33710,4735.0,1764.0,0.0,64.0,126.0,0.0,0.0,126.0
33711,5097.0,2470.0,0.0,251.0,606.0,0.0,0.0,606.0
33712,7115.0,3793.0,0.0,243.0,705.0,0.0,0.0,705.0
33713,5449.0,1770.0,0.0,89.0,179.0,0.0,0.0,179.0
33714,4143.0,1459.0,0.0,52.0,157.0,0.0,0.0,157.0
33715,309.0,87.0,0.0,8.0,11.0,0.0,0.0,11.0
33716,2436.0,948.0,0.0,11.0,28.0,0.0,0.0,28.0
33717,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33718,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33730,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33731,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
33732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33733,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
33736,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33743,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33744,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33750,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33755,5788.0,1590.0,0.0,130.0,355.0,0.0,0.0,355.0
33756,5837.0,1419.0,0.0,111.0,151.0,0.0,0.0,151.0
33758,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
33759,2415.0,637.0,0.0,33.0,89.0,0.0,0.0,89.0
33760,2933.0,1063.0,0.0,26.0,83.0,0.0,0.0,83.0
33761,1485.0,306.0,0.0,31.0,61.0,0.0,0.0,61.0
33762,507.0,154.0,1.0,8.0,16.0,0.0,0.0,16.0
33763,1957.0,417.0,0.0,25.0,67.0,0.0,0.0,67.0
33764,4422.0,896.0,0.0,54.0,102.0,0.0,0.0,102.0
33765,2235.0,508.0,0.0,36.0,82.0,0.0,0.0,82.0
33766,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33767,670.0,76.0,0.0,33.0,94.0,0.0,0.0,94.0
33768,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33769,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
33770,4372.0,872.0,0.0,77.0,137.0,0.0,0.0,137.0
33771,4918.0,1336.0,0.0,51.0,143.0,0.0,0.0,143.0
33772,4028.0,569.0,0.0,40.0,53.0,0.0,0.0,53.0
33773,3718.0,586.0,0.0,45.0,55.0,0.0,0.0,55.0
33774,3397.0,624.0,0.0,81.0,87.0,1.0,0.0,87.0
33775,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33776,1539.0,216.0,0.0,33.0,54.0,0.0,0.0,54.0
33777,2959.0,557.0,0.0,34.0,69.0,0.0,0.0,69.0
33778,2976.0,609.0,0.0,48.0,94.0,0.0,0.0,94.0
33779,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33780,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
33781,4585.0,1714.0,0.0,62.0,116.0,0.0,0.0,116.0
33782,3179.0,963.0,0.0,34.0,83.0,0.0,0.0,83.0
33783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33784,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33785,840.0,86.0,0.0,43.0,94.0,0.0,0.0,94.0
33786,159.0,19.0,0.0,10.0,20.0,0.0,0.0,20.0
33788,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33792,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
33795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33801,6193.0,3214.0,0.0,585.0,2163.0,371.0,40.0,2163.0
33802,5.0,4.0,0.0,1.0,9.0,0.0,0.0,9.0
33803,4471.0,1773.0,0.0,257.0,1013.0,154.0,10.0,1013.0
33804,2.0,4.0,0.0,1.0,7.0,0.0,1.0,7.0
33805,5157.0,3108.0,0.0,490.0,1764.0,235.0,54.0,1764.0
33806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33807,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
33808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33809,3652.0,1617.0,0.0,484.0,1332.0,129.0,16.0,1332.0
33810,6253.0,3173.0,0.0,642.0,1886.0,182.0,28.0,1886.0
33811,2493.0,1691.0,0.0,241.0,1059.0,113.0,8.0,1059.0
33812,1453.0,763.0,0.0,0.0,1.0,0.0,0.0,1.0
33813,3700.0,1692.0,0.0,357.0,1535.0,314.0,16.0,1535.0
33814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33815,3224.0,2112.0,0.0,297.0,1051.0,124.0,22.0,1051.0
33816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33818,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
33819,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33820,7.0,1.0,0.0,10.0,24.0,77.0,1.0,24.0
33821,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33822,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33823,4378.0,3123.0,0.0,908.0,2809.0,920.0,35.0,2809.0
33824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33825,5681.0,2383.0,0.0,670.0,1872.0,2148.0,26.0,1872.0
33826,2.0,1.0,0.0,10.0,13.0,7.0,1.0,13.0
33827,523.0,140.0,0.0,135.0,198.0,555.0,5.0,198.0
33828,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
33829,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33830,5283.0,3440.0,0.0,859.0,1878.0,1969.0,28.0,1878.0
33831,2.0,2.0,0.0,2.0,7.0,5.0,0.0,7.0
33833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33834,820.0,896.0,0.0,175.0,330.0,1136.0,0.0,330.0
33835,150.0,81.0,0.0,23.0,94.0,22.0,3.0,94.0
33836,9.0,6.0,0.0,27.0,42.0,62.0,4.0,42.0
33837,4347.0,3881.0,0.0,450.0,806.0,1118.0,16.0,806.0
33838,915.0,567.0,0.0,149.0,368.0,614.0,2.0,368.0
33839,507.0,403.0,0.0,87.0,250.0,162.0,6.0,250.0
33840,13.0,13.0,0.0,19.0,61.0,12.0,0.0,61.0
33841,1704.0,951.0,0.0,302.0,508.0,1738.0,8.0,508.0
33843,2171.0,915.0,0.0,439.0,869.0,1758.0,19.0,869.0
33844,7906.0,5574.0,0.0,1088.0,2304.0,3695.0,31.0,2304.0
33845,4.0,1.0,0.0,4.0,12.0,20.0,0.0,12.0
33846,27.0,14.0,0.0,18.0,69.0,30.0,1.0,69.0
33847,30.0,7.0,0.0,7.0,22.0,49.0,0.0,22.0
33848,174.0,87.0,1.0,35.0,55.0,110.0,1.0,55.0
33849,119.0,27.0,0.0,34.0,86.0,12.0,1.0,86.0
33850,1348.0,892.0,0.0,192.0,465.0,209.0,6.0,465.0
33851,112.0,41.0,0.0,52.0,123.0,258.0,2.0,123.0
33852,4882.0,1904.0,0.0,532.0,1889.0,1026.0,26.0,1889.0
33853,2502.0,1387.0,0.0,692.0,1093.0,2937.0,39.0,1093.0
33854,161.0,8.0,0.0,15.0,35.0,48.0,0.0,35.0
33855,173.0,35.0,0.0,26.0,104.0,121.0,1.0,104.0
33856,24.0,2.0,0.0,0.0,4.0,12.0,0.0,4.0
33857,333.0,115.0,0.0,113.0,353.0,78.0,4.0,353.0
33858,12.0,2.0,0.0,25.0,33.0,56.0,0.0,33.0
33859,1758.0,941.0,0.0,351.0,544.0,2005.0,9.0,544.0
33860,3921.0,2292.0,0.0,397.0,1272.0,208.0,23.0,1272.0
33862,7.0,1.0,0.0,8.0,32.0,6.0,0.0,32.0
33863,3.0,4.0,0.0,8.0,15.0,8.0,0.0,15.0
33864,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33865,78.0,160.0,0.0,29.0,76.0,259.0,0.0,76.0
33867,5.0,4.0,0.0,6.0,15.0,4.0,0.0,15.0
33868,1977.0,808.0,0.0,319.0,895.0,228.0,13.0,895.0
33869,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
33870,6079.0,2361.0,0.0,502.0,1849.0,1335.0,21.0,1849.0
33871,5.0,1.0,0.0,2.0,5.0,5.0,0.0,5.0
33872,2515.0,733.0,0.0,236.0,834.0,835.0,10.0,834.0
33873,2312.0,2459.0,0.0,493.0,685.0,3539.0,0.0,685.0
33875,2477.0,745.0,0.0,259.0,957.0,742.0,6.0,957.0
33876,1264.0,371.0,0.0,154.0,765.0,307.0,6.0,765.0
33877,98.0,38.0,0.0,97.0,205.0,243.0,20.0,205.0
33879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33880,6569.0,4361.0,0.0,1267.0,3282.0,2319.0,56.0,3282.0
33881,5783.0,5160.0,0.0,1178.0,3001.0,1968.0,50.0,3001.0
33882,4.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0
33883,1.0,1.0,0.0,1.0,6.0,3.0,0.0,6.0
33884,3214.0,2167.0,0.0,629.0,1344.0,2298.0,15.0,1344.0
33885,0.0,4.0,0.0,3.0,7.0,2.0,0.0,7.0
33886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33888,1.0,1.0,0.0,0.0,7.0,0.0,0.0,7.0
33889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33890,879.0,911.0,0.0,240.0,324.0,1405.0,0.0,324.0
33893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33895,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
33896,1197.0,1251.0,0.0,122.0,169.0,186.0,4.0,169.0
33897,1917.0,1810.0,0.0,71.0,176.0,75.0,3.0,176.0
33898,3248.0,1167.0,0.0,674.0,1328.0,3409.0,18.0,1328.0
33900,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33901,5318.0,6417.0,310.0,115.0,0.0,975.0,21.0,0.0
33902,2.0,8.0,0.0,1.0,1.0,8.0,0.0,1.0
33903,3742.0,8701.0,296.0,117.0,0.0,1821.0,23.0,0.0
33904,5069.0,10313.0,265.0,136.0,0.0,2851.0,14.0,0.0
33905,6524.0,8178.0,716.0,153.0,0.0,1461.0,20.0,0.0
33906,5.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
33907,5175.0,5593.0,276.0,45.0,0.0,726.0,10.0,0.0
33908,5623.0,16516.0,629.0,92.0,0.0,1393.0,13.0,0.0
